,0
0,-0.357342690642991
1,-0.13049263002552572
2,-0.2073074008906701
3,0.10207663842140889
4,-0.2723166058657157
5,-0.10751034706363857
6,0.16908882556306215
7,-0.03570979940608799
8,0.20809869543243487
9,0.3131272220731888
10,-0.2547423028615356
11,-0.07768683314465856
12,-0.12202568812599797
13,-0.6989943811527481
14,-0.06886202389620036
15,-0.38881941822497024
