,0
0,-0.16337209826498325
1,0.007453773656490919
2,-0.015101887526449313
3,-0.03307972947375929
4,0.1796287409655678
5,0.04301490950571923
6,0.15590580314760893
7,0.024782002230305362
8,0.19660257566146713
9,-0.12234948191852711
10,0.16816650735315034
11,0.07347304139408244
12,0.19454803902292506
13,0.11253608303688802
14,-0.07347477495386529
15,-0.000618158805328026
