,0
0,-0.37621036936572433
1,0.13132225723098503
2,0.9508295791429126
3,-0.0934249339194217
4,-0.06184283293558868
5,0.022683819136933882
6,-0.4744189202107645
7,-0.07356850090946711
8,-0.16194797925949087
9,-0.1366588583755328
10,-0.5605244666693908
11,-0.015981085064424652
12,-0.1978766226600324
13,0.06010328597523925
14,0.293008697144375
15,-0.23609483659250655
