,0
0,0.010070888821382754
1,-0.09400429740272417
2,-0.09704404567502474
3,-0.21087155174412972
4,-0.013334507989476534
5,-0.006234090462041243
6,-0.08506885955629093
7,-0.07876958410274262
8,-0.12138221537702473
9,0.024759093042339503
10,0.128205562534762
11,0.11050411100680836
12,-0.024844785265103732
13,0.018070341190691
14,0.050691448828662417
15,-0.14701381035905633
