,0
0,-0.08754655813135105
1,0.03974701213707975
2,0.0008646014725857895
3,-0.20761123820820218
4,0.153856425576093
5,0.07428295218303069
6,-0.18111796442871242
7,-0.0817120262423819
8,0.2665018344459018
9,-0.10550281595266435
10,-0.1961489442794864
11,-0.01682039108360636
12,-0.10811267935485845
13,-0.061787785536651256
14,-0.07795475975018591
15,-0.05908524168730519
