Episodes,Win Ratio 1,Win Ratio 2
58900,21.0,70.0
59000,18.0,77.0
59100,17.0,68.0
59200,9.0,80.0
59300,9.0,80.0
59400,13.0,77.0
59500,16.0,74.0
59600,16.0,78.0
59700,15.0,78.0
59800,17.0,71.0
59900,12.0,79.0
60000,17.0,78.0
60100,11.0,82.0
60200,20.0,73.0
60300,15.0,70.0
60400,20.0,75.0
60500,13.0,73.0
60600,13.0,79.0
60700,15.0,71.0
60800,18.0,69.0
60900,8.0,81.0
61000,16.0,73.0
61100,14.000000000000002,74.0
61200,16.0,73.0
61300,28.000000000000004,69.0
61400,30.0,60.0
61500,20.0,74.0
61600,27.0,60.0
61700,24.0,65.0
61800,16.0,73.0
61900,15.0,80.0
62000,17.0,75.0
62100,15.0,77.0
62200,14.000000000000002,77.0
62300,11.0,83.0
62400,21.0,71.0
62500,19.0,72.0
62600,15.0,73.0
62700,20.0,71.0
62800,30.0,63.0
62900,14.000000000000002,76.0
63000,15.0,79.0
63100,15.0,80.0
63200,11.0,84.0
63300,10.0,81.0
63400,14.000000000000002,76.0
63500,17.0,80.0
63600,13.0,80.0
63700,9.0,78.0
63800,21.0,75.0
63900,10.0,84.0
64000,25.0,69.0
64100,18.0,79.0
64200,11.0,82.0
64300,11.0,79.0
64400,11.0,81.0
64500,11.0,78.0
64600,16.0,70.0
64700,7.000000000000001,82.0
64800,10.0,82.0
64900,12.0,80.0
65000,19.0,77.0
65100,15.0,79.0
65200,17.0,79.0
65300,11.0,83.0
65400,18.0,75.0
65500,11.0,86.0
65600,10.0,82.0
65700,14.000000000000002,75.0
65800,13.0,83.0
65900,14.000000000000002,74.0
66000,11.0,83.0
66100,12.0,83.0
66200,10.0,81.0
66300,14.000000000000002,81.0
66400,9.0,88.0
66500,11.0,77.0
66600,9.0,80.0
66700,13.0,82.0
66800,16.0,78.0
66900,10.0,84.0
67000,18.0,77.0
67100,18.0,75.0
67200,8.0,91.0
67300,11.0,78.0
67400,10.0,82.0
67500,9.0,82.0
67600,14.000000000000002,82.0
67700,16.0,74.0
67800,9.0,84.0
67900,13.0,85.0
68000,8.0,86.0
68100,14.000000000000002,81.0
68200,17.0,77.0
68300,13.0,81.0
68400,20.0,71.0
68500,14.000000000000002,80.0
68600,15.0,79.0
68700,8.0,84.0
68800,13.0,82.0
68900,12.0,82.0
69000,17.0,77.0
69100,8.0,89.0
69200,13.0,77.0
69300,14.000000000000002,80.0
69400,13.0,79.0
69500,13.0,83.0
69600,11.0,84.0
69700,11.0,83.0
69800,13.0,82.0
69900,13.0,84.0
70000,9.0,79.0
70100,14.000000000000002,76.0
70200,19.0,76.0
70300,15.0,79.0
70400,6.0,82.0
70500,13.0,85.0
70600,4.0,86.0
70700,9.0,77.0
70800,10.0,84.0
70900,15.0,77.0
71000,13.0,79.0
71100,9.0,86.0
71200,16.0,81.0
71300,14.000000000000002,78.0
71400,12.0,80.0
71500,6.0,82.0
71600,16.0,79.0
71700,7.000000000000001,88.0
71800,10.0,83.0
71900,7.000000000000001,86.0
72000,10.0,86.0
72100,9.0,82.0
72200,10.0,86.0
72300,8.0,84.0
72400,10.0,89.0
72500,3.0,90.0
72600,12.0,77.0
72700,9.0,87.0
72800,7.000000000000001,86.0
72900,9.0,82.0
73000,5.0,87.0
73100,13.0,81.0
73200,11.0,85.0
73300,14.000000000000002,77.0
73400,13.0,82.0
73500,6.0,90.0
73600,13.0,79.0
73700,13.0,79.0
73800,12.0,82.0
73900,13.0,81.0
74000,9.0,85.0
74100,7.000000000000001,87.0
74200,9.0,81.0
74300,7.000000000000001,86.0
74400,17.0,77.0
74500,7.000000000000001,86.0
74600,11.0,78.0
74700,12.0,82.0
74800,18.0,74.0
74900,15.0,78.0
75000,8.0,85.0
75100,7.000000000000001,83.0
75200,11.0,79.0
75300,10.0,83.0
75400,12.0,85.0
75500,13.0,78.0
75600,8.0,90.0
75700,8.0,88.0
75800,10.0,80.0
75900,6.0,86.0
76000,9.0,82.0
76100,9.0,83.0
76200,6.0,91.0
76300,8.0,86.0
76400,8.0,84.0
76500,12.0,80.0
76600,14.000000000000002,82.0
76700,10.0,81.0
76800,8.0,84.0
76900,16.0,82.0
77000,9.0,83.0
77100,9.0,86.0
77200,9.0,82.0
77300,11.0,83.0
77400,16.0,75.0
77500,12.0,84.0
77600,7.000000000000001,83.0
77700,6.0,86.0
77800,4.0,89.0
77900,9.0,80.0
78000,10.0,83.0
78100,15.0,79.0
78200,15.0,81.0
78300,7.000000000000001,92.0
78400,10.0,83.0
78500,15.0,79.0
78600,8.0,85.0
78700,24.0,66.0
78800,4.0,91.0
78900,15.0,71.0
79000,5.0,86.0
79100,21.0,71.0
79200,8.0,90.0
79300,15.0,75.0
79400,18.0,75.0
79500,8.0,85.0
79600,14.000000000000002,78.0
79700,9.0,87.0
79800,14.000000000000002,81.0
79900,14.000000000000002,77.0
80000,3.0,91.0
80100,9.0,85.0
80200,18.0,71.0
80300,5.0,85.0
80400,21.0,70.0
80500,7.000000000000001,84.0
80600,19.0,76.0
80700,7.000000000000001,86.0
80800,13.0,81.0
80900,10.0,85.0
81000,6.0,85.0
81100,8.0,86.0
81200,13.0,83.0
81300,7.000000000000001,83.0
81400,13.0,80.0
81500,8.0,82.0
81600,7.000000000000001,85.0
81700,15.0,78.0
81800,11.0,83.0
81900,9.0,82.0
82000,7.000000000000001,83.0
82100,16.0,74.0
82200,13.0,83.0
82300,9.0,84.0
82400,7.000000000000001,85.0
82500,12.0,78.0
82600,13.0,79.0
82700,9.0,88.0
82800,9.0,85.0
82900,12.0,80.0
83000,7.000000000000001,89.0
83100,13.0,83.0
83200,13.0,79.0
83300,7.000000000000001,87.0
83400,12.0,82.0
83500,13.0,84.0
83600,18.0,73.0
83700,17.0,76.0
83800,6.0,88.0
83900,20.0,74.0
84000,3.0,91.0
84100,5.0,87.0
84200,8.0,81.0
84300,4.0,90.0
84400,8.0,88.0
84500,7.000000000000001,87.0
84600,13.0,84.0
84700,5.0,89.0
84800,8.0,85.0
84900,5.0,90.0
85000,13.0,84.0
85100,13.0,85.0
85200,12.0,83.0
85300,8.0,90.0
85400,8.0,84.0
85500,6.0,86.0
85600,16.0,78.0
85700,10.0,85.0
85800,12.0,79.0
85900,8.0,88.0
86000,15.0,79.0
86100,11.0,81.0
86200,10.0,85.0
86300,8.0,89.0
86400,8.0,89.0
86500,12.0,81.0
86600,11.0,82.0
86700,14.000000000000002,78.0
86800,4.0,86.0
86900,7.000000000000001,89.0
87000,11.0,84.0
87100,3.0,92.0
87200,7.000000000000001,89.0
87300,7.000000000000001,91.0
87400,7.000000000000001,85.0
87500,5.0,90.0
87600,7.000000000000001,90.0
87700,10.0,85.0
87800,6.0,91.0
87900,10.0,82.0
88000,3.0,93.0
88100,9.0,82.0
88200,5.0,88.0
88300,14.000000000000002,84.0
88400,9.0,86.0
88500,4.0,85.0
88600,6.0,91.0
88700,10.0,81.0
88800,13.0,79.0
88900,8.0,86.0
89000,4.0,94.0
89100,9.0,88.0
89200,7.000000000000001,89.0
89300,11.0,82.0
89400,8.0,87.0
89500,8.0,84.0
89600,5.0,90.0
89700,5.0,91.0
89800,9.0,83.0
89900,5.0,83.0
90000,11.0,84.0
90100,5.0,92.0
90200,14.000000000000002,81.0
90300,4.0,84.0
90400,14.000000000000002,76.0
90500,15.0,80.0
90600,3.0,92.0
90700,5.0,94.0
90800,5.0,87.0
90900,5.0,88.0
91000,5.0,89.0
91100,8.0,87.0
91200,8.0,84.0
91300,10.0,83.0
91400,8.0,78.0
91500,5.0,92.0
91600,6.0,90.0
91700,5.0,90.0
91800,4.0,89.0
91900,7.000000000000001,85.0
92000,2.0,90.0
92100,4.0,89.0
92200,5.0,93.0
92300,10.0,87.0
92400,8.0,84.0
92500,7.000000000000001,84.0
92600,4.0,90.0
92700,7.000000000000001,84.0
92800,3.0,92.0
92900,6.0,86.0
93000,5.0,89.0
93100,6.0,84.0
93200,6.0,86.0
93300,5.0,88.0
93400,7.000000000000001,85.0
93500,8.0,83.0
93600,5.0,86.0
93700,5.0,89.0
93800,8.0,86.0
93900,5.0,87.0
94000,5.0,88.0
94100,4.0,93.0
94200,8.0,85.0
94300,3.0,92.0
94400,13.0,79.0
94500,3.0,88.0
94600,3.0,91.0
94700,1.0,88.0
94800,12.0,77.0
94900,10.0,82.0
95000,5.0,94.0
95100,11.0,84.0
95200,7.000000000000001,86.0
95300,2.0,87.0
95400,4.0,86.0
95500,5.0,87.0
95600,6.0,89.0
95700,4.0,85.0
95800,3.0,93.0
95900,8.0,84.0
96000,2.0,92.0
96100,12.0,84.0
96200,3.0,86.0
96300,4.0,90.0
96400,3.0,92.0
96500,3.0,88.0
96600,8.0,86.0
96700,7.000000000000001,86.0
96800,5.0,89.0
96900,6.0,88.0
97000,8.0,86.0
97100,6.0,89.0
97200,4.0,91.0
97300,4.0,89.0
97400,6.0,88.0
97500,5.0,88.0
97600,5.0,88.0
97700,7.000000000000001,84.0
97800,11.0,78.0
97900,7.000000000000001,88.0
98000,7.000000000000001,87.0
98100,6.0,84.0
98200,5.0,88.0
98300,15.0,77.0
98400,15.0,80.0
98500,8.0,84.0
98600,2.0,90.0
98700,4.0,94.0
98800,8.0,84.0
98900,3.0,90.0
99000,9.0,82.0
99100,1.0,92.0
99200,6.0,85.0
99300,5.0,82.0
99400,7.000000000000001,88.0
99500,8.0,86.0
99600,4.0,93.0
99700,11.0,86.0
99800,3.0,89.0
99900,3.0,94.0
100000,3.0,94.0
