,0
0,0.4562013498451184
1,-0.10026437712262982
2,-0.27428426064026623
3,0.2797599022854206
4,-0.2691726498704889
5,0.30464043185959555
6,0.05284323543358596
7,0.16105326605231654
8,-0.2728009847761768
9,0.09513938501424267
10,-0.06191185087445817
11,-0.1070235639752185
12,-0.3753055401317413
13,0.34694189653124785
14,0.3528283239640363
15,0.10450521537054
