,0
0,0.009863700893154305
1,-0.004187824454053302
2,0.08584723352602742
3,-0.06639987444544387
4,0.11616946075263268
5,0.14953842648571158
6,-0.08368758179985833
7,-0.03998613101545847
8,-0.13566625816080008
9,0.06261553966767563
10,-0.0728459484617714
11,-0.066985378283587
12,0.015046588419588131
13,0.0722191142349435
14,-0.052900875419302856
15,-0.0006383855202626092
