,0,1,2,3,4,5,6,7,8
0,-0.7020297402448988,0.5775824219764488,-1.0045527424222405,-0.2735163561748007,-0.3109348848242218,-0.05316913985122965,0.3139642018838852,0.6455326482711192,0.733527094995874
1,0.6966122012908843,-0.1673305202797312,-0.22759963564976035,0.37351684136190844,-0.6303505444227492,0.2565480998195444,0.23692045226129724,0.16111762013424363,-0.5057974949137743
2,-0.05245154134508095,0.3512786544696659,-0.054314171329310115,-0.19900391480392018,0.2042151496947476,-0.43178474350342894,0.13217319013373588,-0.0944037837965623,0.021814713438642355
3,-0.03365664187239398,0.2052423837142677,-0.007281031351648282,-0.20702350369885314,-0.2616099183495888,-0.035923486095137874,-0.02640637941481291,-0.4030170402739983,0.052756457872576004
4,-0.1947899189615099,-0.4456903895667302,-0.013672826713239267,-0.2513726007725373,0.2999625525388791,0.009357484797859908,0.2517810229738917,-0.2839694825295717,0.1592184440348466
5,-0.32919881199034584,-0.14140207472438923,0.34047506492608554,0.7928752272070414,-0.3295129047956957,1.0292169564243812,-0.535976907090216,0.0583875930675611,0.8089523680220424
6,-0.6132674178978558,0.04097115783741755,0.7794606520547107,-0.7150444853590916,0.3991668091943939,-0.24833335761635958,-0.06633846422973244,0.11386709038250814,0.19955707586177615
7,-0.08787596981724807,0.08309940473313557,0.038341824953421595,0.41119319660823545,0.022576426163796067,0.13573676710134422,0.09669233616861271,-0.10801264229955213,-0.03322412685717761
8,0.15200088191451927,-0.12329883534537855,-0.16902288014535594,-0.31407960502491067,0.43622030143983814,-0.40722180457069296,0.31242514660044496,-0.15716646453410468,-0.2528036938641449
9,0.476618808449203,-0.14693611528275327,0.14181955199696367,0.10633505005132562,0.29020292406384707,-0.37759739133783904,0.15764722778946916,0.10660074690612512,-0.0972879665707205
10,0.022601716322714217,-0.17236592280637844,0.06926338394779459,-0.375537644038722,0.2517840028989654,-0.036776134296373594,-0.011998885971053265,-0.2430265351113377,-0.24334337803824743
11,0.9754847914439282,0.68683152886561,0.27505510301369535,-0.2278772286976186,-0.7780141954835478,0.05519660592917137,-0.31621643903852903,0.15282132058868336,-0.4871128055327779
12,0.4046636692325453,-0.08646328718425729,-0.10542547511301405,-0.01901308782177804,0.125826599900733,-0.16949880360479216,0.033175696535908114,0.17915634831182206,0.13240526517722587
13,-0.04529177200301817,-0.07916945266825748,-0.05634179204662389,-0.0665931316620687,0.04439173482340743,-0.13419891551663787,-0.12509168893534164,0.32994363048609704,0.07481928753058331
14,-0.07070738886230207,0.5772192956952836,0.2188069051887882,-0.01574167864824941,0.1348020652729408,-0.2315613304429209,-0.07023632104703749,0.520873900662942,-0.17273736154712283
15,-0.05534736628762568,0.3158566095022763,0.21941291868835328,0.30415882633239544,-0.1936567319202881,0.08418075247218577,0.22639303908715827,0.34233122307555536,0.21028147218752907
