,0
0,-0.07037444182563406
1,-0.4036479190856721
2,-0.3102364627334209
3,-0.19297584820053687
4,0.03652122984625125
5,0.20586921633929386
6,-0.08030857248674388
7,-0.16792984859077498
8,0.18654959943540872
9,0.04524259325269262
10,-0.1302723673043199
11,-0.17453458440291314
12,0.42982776388748994
13,-0.12415423993391435
14,0.06564683321915137
15,0.21030152118130246
