,0
0,-0.1395095849630798
1,0.03092320586510079
2,0.029491922418900866
3,0.06182005447205867
4,-0.005688716103663627
5,0.10758908306216167
6,0.11987694535752776
7,-0.19293270068501053
8,-0.08484320251413698
9,0.00463690152389237
10,-0.24336823071157454
11,0.11899726138347412
12,0.08487078937428182
13,0.10841632700175148
14,-0.062374462401645056
15,-0.09517780995783448
