,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-0.08166221479395097,0.27342813279109,0.17601358389314933,0.10534946741892784,0.09538126198603783,-0.00825309228832853,-0.2869220489302807,-0.14357762472004376,-0.24527750040706833,0.054146097927399335,-0.18715553875094557,-0.04711368123387214,-0.0412641328361095,-0.12160550339293606,-0.09123053164923305,0.03176877457229254
1,-0.05275817540225038,-0.23555928027270506,-0.1861169561127484,-0.10794360926672938,-0.04681917612803031,-0.050543411294025314,-0.18169678281502805,-0.19791243096748393,0.22191415264569045,-0.2819069194079757,-0.13484383990864207,0.152566982849734,-0.2665325046948758,0.017887412548800188,-0.022173332998132567,-0.0772126656603285
2,-0.20772082053986696,0.35776793190171313,0.22824299477914056,-0.19150080070140474,-0.23742821209082468,-0.36918365980677154,0.1731153136948496,0.020319866496787856,0.05623930132488228,0.08540621205088648,-0.030882055947626188,0.30349663265055477,0.3145218234570809,-0.4200589349066743,0.2478770596416718,0.1186472156912166
3,0.028041897954993584,-0.16241027896182136,-0.0670984188016841,0.05742610850945374,-0.08311969697538531,-0.0024357321702545833,0.04980840520049486,-0.0010559452874095631,0.16492235511630546,-0.23653761606864018,-0.037791527658009985,-0.37036389328445,0.1666749248516463,-0.061633495271732314,-0.06510465882341925,-0.11965482992026474
4,0.1081587433236937,0.30046788276346476,-0.10308754312779293,-0.042031457368262366,0.07677561347162117,0.027723964788504297,-0.03373977372039339,-0.21152790217427347,0.027232340049198042,-0.05609124497732753,-0.001809214636379788,-0.15245754251758253,0.005501454681734777,-0.10905702674629007,-0.20715773621285752,-0.0840052688529751
5,0.20875403263275646,0.34482602101241455,0.10003253301603884,-0.06860809834812048,-0.09469024322693345,-0.0213997813632961,0.35407897477253225,-0.34689316670186865,-0.18494892756388268,0.12341548511589423,-0.08929669348589031,0.05874439476152677,-0.19834028867439427,-0.1121793026939035,-0.10911928674634369,0.05282547716089131
6,0.15051829203112305,-0.30926007796520405,-0.16384106098652748,-0.2749467570490874,0.0033330028543885224,0.29365633403165237,0.19586365387311572,0.16175688446003816,-0.0157316152534304,0.18313069731930753,0.15799930784717198,-0.15794138583580347,-0.20671799740034102,0.2511375863689328,0.05488950318303689,-0.26740787116026943
7,-0.20123720845597134,-0.016839337401805262,0.08572159814592514,-0.00521511969026308,0.2089344669943631,0.20770857005158552,0.08269681473970973,-0.07483175128564386,0.05765669575948911,0.08422595074059924,0.15105340644534002,-0.14927509725946497,0.3966820193602465,-0.23930177703708716,0.1426004446517238,-0.3599080003785113
8,0.23284799469367454,-0.10360784318428878,-0.19348457544080588,0.02365254553443658,0.06065518716000481,0.0032558274848181645,0.15012640952330022,0.2488595137868609,0.1486175202906302,-0.025323829343600536,-0.11256082445336103,0.026091603127786155,0.13311136810557334,-0.04804047406646626,-0.023025238126424857,0.05983183638186036
9,-0.3019648781475805,-0.03208291833319965,-0.0789034201799029,0.24769814791294179,0.018941003271740323,0.1619376053811049,0.1785635179062382,-0.23212296786248982,-0.21146770185619057,-0.014331625398647962,0.19643433591970025,-0.15100134854873096,0.23101840387614236,0.11567685289583794,-0.13654312934799162,0.2117181758593472
10,-0.14277343833347525,-0.2439785455840609,-0.070151345175653,-0.08979469688299879,-0.02803682873439093,-0.05121871846240232,0.10743220428977984,0.05913108914206688,-0.0371989361920841,-0.10601248544809098,-0.19291605306315734,0.11624925794633892,0.10248787588868705,0.06882217213832736,0.09998334408823477,0.13954869465649913
11,0.23462351698156775,-0.22720647876686662,-0.1270472976036283,0.1938665372541476,-0.16593720100736256,0.0023770162414049703,0.23188541968032736,0.031054554152953252,0.3147795994219987,-0.10505030808884278,-0.14894233633562956,0.03502204701954214,-0.04779313126598539,0.008399411339671922,-0.1617722603103014,0.10208631081996271
12,0.1636269012318639,0.018666197922686156,-0.062640421317456,-0.05416798063185705,-0.11803841848255232,0.15848404111924275,-0.12851697576658697,-0.17253002044657345,-0.05855815203800842,0.09300062804783016,-0.04163548878801224,0.23875209196614794,0.07235550495108352,0.011105556633515635,0.03939862815439024,0.12812991385379274
13,-0.26811615149856544,0.26984479780881426,0.14125339251257793,0.019642940182864884,0.05448622331304406,-0.1551952657782917,-0.2555647419262766,-0.07003164297751178,0.016469659861387733,-0.007550009116918768,-0.02986615043852498,0.18429992250870036,0.41948319317355776,-0.18616651728759703,0.4350644665595892,-0.08887318445515237
14,0.1455779617343667,-0.0006948760685561561,-0.04484529456744654,-0.13841788398298477,-0.10150628342827207,0.07085406836770333,0.053763363786294704,0.255415333627233,-0.02706800196327628,0.17183468259385223,0.022366118284349756,-0.1643914598674257,-0.005840730348911037,0.06483521355135632,-0.27009475186859166,0.04434994005281173
15,0.1595759086684369,-0.06698643869582542,-0.07785878091290081,0.06668490843118743,-0.013353013516974157,0.1538853721431916,0.265357722393167,-0.1828660211822152,-0.3474475588647966,0.04215191908014886,-0.03713575788740638,0.3253490896008172,-0.13466006597800925,0.4673557847817021,-0.14970540591545245,-0.37447907006158276
